customerid,creditscore,balance,estimatedsalary
15656286,794,0.0,178122.71
15774847,593,171740.69,20893.61
15619340,597,0.0,41303.29
15815656,541,100116.67,199808.1
15623357,692,120596.93,180490.53
15601324,697,0.0,87400.53
15715510,768,95984.69,73686.75
15663770,802,142557.11,172497.73
15779267,584,0.0,89286.29
15597957,614,0.0,180082.7
15584620,850,143644.16,22102.25
15750772,671,132129.72,76068.95
15706557,626,0.0,32159.46
15594391,770,183555.24,159557.28
15661656,633,91902.56,107673.35
15631217,663,156218.19,33607.72
15588955,581,93259.57,141035.65
15758252,561,168085.38,115719.08
15740223,479,107714.74,86128.21
15805413,769,117852.26,147668.64
15635116,659,0.0,177480.45
15764892,590,84474.62,190937.09
15795936,560,0.0,84531.79
15655232,437,126803.34,161133.4
15640133,661,0.0,185555.63
15751524,677,68806.84,33075.24
15670552,560,115141.18,39806.75
15623966,578,0.0,26389.92
15752193,421,90723.36,12162.76
15607269,492,151249.45,167237.94
15700752,545,0.0,52067.37
15777901,640,94752.49,184006.36
15639117,624,0.0,582.59
15720203,577,0.0,143274.41
15586236,704,132084.66,54474.48
15676645,523,0.0,121428.2
15715988,793,0.0,79704.12
15603749,564,45472.28,41055.71
15608956,711,0.0,41590.4
15733872,791,130229.71,54019.93
15666982,629,123948.85,76053.07
15602647,729,127415.85,184977.2
15623063,651,110067.71,127678.95
15682928,695,65521.2,1243.97
15729246,847,0.0,76326.67
15588928,704,0.0,145338.61
15803352,613,155736.42,57751.21
15607485,692,0.0,138880.24
15656249,720,118307.57,136120.29
15761783,577,0.0,167621.18
15716605,710,103099.17,173276.62
15757425,716,0.0,99661.46
15603096,410,125789.69,66333.56
15588580,584,109646.83,70240.79
15770539,792,127187.86,113553.42
15572022,605,0.0,690.84
15571843,486,0.0,98802.76
15752502,615,130385.82,130661.95
15609058,676,107787.47,116378.82
15775108,571,99325.04,186052.15
15708904,850,0.0,100101.06
15600086,717,123764.95,169952.82
15814675,642,128264.03,61792.76
15572777,780,86006.21,37973.13
15585106,492,57068.43,188974.81
15738936,760,103607.24,86334.64
15750970,500,99004.24,152845.99
15725772,654,0.0,146652.11
15692106,606,147386.72,45482.04
15791533,367,93608.28,168816.73
15715715,799,0.0,59297.34
15785576,434,119496.87,125848.88
15798834,719,0.0,76264.27
15744127,641,0.0,3939.87
15637427,461,0.0,15306.29
15576990,790,152885.77,58214.79
15615352,588,99607.37,35877.03
15647333,621,137003.68,21254.06
15572050,768,122831.58,24533.89
15581370,681,99811.44,23531.5
15813503,606,154712.58,89099.18
15769783,542,0.0,807.06
15793135,713,147687.24,121592.5
15599182,597,0.0,4700.66
15689517,635,127009.83,161909.95
15641366,599,124737.96,90389.61
15588859,496,179356.28,2919.21
15732293,759,0.0,99086.74
15568032,757,127320.36,163170.32
15623525,564,125175.58,72757.33
15606601,561,186788.96,73286.8
15800811,702,148556.74,146056.29
15610711,678,128644.46,167673.37
15809654,707,127476.73,146011.55
15576077,610,159561.93,103381.47
15643378,744,112419.92,83022.92
15566790,598,129991.76,46041.08
15774402,562,0.0,182843.24
15694641,621,0.0,171364.18
15605916,659,0.0,183399.12
15812356,722,89175.06,152883.95
15644179,606,0.0,50560.45
15771674,603,162390.52,54702.66
15623314,506,190353.08,78365.75
15613292,715,0.0,68666.63
15813871,690,0.0,151375.73
15759480,644,139180.97,19959.67
15587712,589,114435.47,26955.72
15671165,592,149950.19,76267.59
15620746,632,126115.6,100998.5
15706537,577,111396.97,191070.01
15589312,588,115007.08,176858.5
15741180,617,102141.9,45325.26
15733888,668,133686.52,190958.48
15798532,810,120879.73,78896.59
15577359,767,0.0,121964.46
15614936,718,82321.88,11144.4
15747647,589,0.0,144181.48
15588566,778,116474.28,32757.55
15570141,724,132352.69,80320.3
15800793,477,182491.57,185830.72
15572415,580,0.0,160095.31
15635125,566,120787.18,52198.84
15636551,711,130181.47,31811.44
15600912,706,88348.43,104181.78
15768476,703,0.0,67667.19
15650266,679,146186.28,193974.47
15621004,603,0.0,198055.94
15748352,598,104488.17,43249.67
15788920,836,109196.67,55218.02
15743236,687,80538.56,131305.37
15637717,704,109026.8,43117.1
15635500,605,61319.63,186655.11
15634792,516,0.0,33266.29
15607560,572,0.0,555.28
15727177,557,177822.03,150944.31
15774358,443,110939.3,72846.58
15791304,604,165413.43,35279.74
15603328,483,77805.66,2101.89
15804937,702,0.0,94949.84
15804142,670,175575.95,99061.75
15608845,804,124197.22,74692.06
15702434,850,0.0,116692.8
15632609,554,160132.75,32824.15
15603550,588,70258.88,139607.61
15755239,758,162657.64,115525.13
15670528,787,132217.45,20955.03
15732704,582,148042.97,52341.15
15589019,633,92855.02,159813.18
15677796,766,129289.98,169935.46
15760177,564,100252.18,146033.52
15636595,602,107592.89,153122.73
15737275,649,113096.41,60335.24
15672905,679,0.0,163757.29
15753955,639,149940.04,156648.81
15708504,790,121438.58,176471.78
15592451,565,0.0,5388.3
15790455,478,0.0,93332.64
15572174,825,148874.01,71192.82
15656330,528,68138.37,170309.19
15569626,577,110080.3,109794.31
15608726,663,0.0,166310.82
15637366,505,114268.85,126728.27
15778049,633,117412.35,30338.94
15727421,586,0.0,37935.83
15688865,850,0.0,25329.48
15751032,629,35549.81,49676.33
15734737,744,0.0,169498.61
15746515,750,136492.92,26500.29
15664311,637,123675.69,166458.41
15708139,575,139532.34,181294.39
15768574,671,178713.98,21768.21
15738018,571,0.0,72849.29
15699753,590,89086.31,24499.97
15703199,619,96143.47,98994.92
15627830,640,32197.64,141446.01
15570855,670,0.0,77864.41
15772503,737,0.0,115115.32
15584453,555,0.0,168605.96
15710111,742,0.0,38550.4
15618562,618,140306.38,160618.61
15706764,560,0.0,3701.63
15798737,654,0.0,88659.44
15712608,787,74483.97,44273.91
15636736,611,0.0,156495.39
15703544,559,0.0,182988.94
15815645,481,152303.66,175082.2
15705739,753,159904.79,148811.14
15709643,675,0.0,85901.09
15669805,748,99557.94,199255.32
15737489,610,116886.59,107973.44
15775131,580,142188.2,128028.6
15765283,624,149961.99,104610.86
15628715,709,0.0,69676.55
15813283,605,0.0,35982.42
15745716,706,0.0,117939.17
15598485,567,28649.64,95140.62
15696552,747,81025.6,167682.57
15754569,664,0.0,56562.57
15701741,711,152462.79,90305.97
15572631,609,0.0,109895.16
15636069,632,155519.59,1843.24
15682467,725,118851.05,102747.02
15790744,850,92899.27,97465.89
15625023,682,0.0,105352.55
15731267,797,75263.7,85801.77
15742879,668,147904.31,69370.05
15757015,783,106640.5,176945.96
15770711,766,90696.78,21597.2
15569430,704,175509.8,152039.67
15617304,722,0.0,111893.09
15704466,692,0.0,195074.62
15664681,584,114321.28,15959.01
15605534,644,95560.04,72628.84
15792473,598,88379.81,64157.24
15802625,733,85915.52,23860.5
15766017,615,72309.3,85687.09
15762172,850,0.0,179451.42
15728333,521,0.0,93180.09
15792868,675,0.0,157097.09
15605698,746,0.0,80344.96
15777060,770,0.0,26080.54
15626243,618,133844.22,31406.93
15719898,556,154872.08,32044.64
15599976,749,0.0,132734.87
15752809,702,116121.67,61602.42
15589698,555,107104.5,41304.44
15609977,587,71026.77,57962.41
15750121,639,0.0,42862.82
15734177,643,0.0,152992.04
15781347,600,0.0,91193.65
15592025,651,0.0,130132.41
15670163,666,0.0,88751.45
15765402,520,145644.05,104118.93
15624343,650,129667.77,42028.16
15602354,564,109341.87,75632.78
15579183,586,0.0,53710.23
15584899,617,0.0,13066.3
15723658,712,0.0,152417.97
15803965,654,87485.67,3299.01
15682489,605,0.0,198091.81
15813645,491,53369.13,103934.12
15766787,707,0.0,70403.65
15687171,638,146679.77,102179.86
15690744,683,112499.42,30375.18
15707974,815,48387.0,184796.84
15673084,645,68079.8,166264.89
15814772,645,160133.88,88391.97
15743709,683,66190.33,115186.97
15610343,705,0.0,13935.53
15737414,647,123761.68,83910.4
15788480,786,122325.58,34712.34
15568519,534,0.0,13871.34
15792453,602,138912.17,139494.75
15658100,695,0.0,140724.64
15695197,553,128524.19,20682.46
15749807,516,0.0,124202.26
15773876,655,0.0,159638.77
15591698,849,132934.89,171056.65
15712813,520,150805.17,25333.03
15763898,568,0.0,29372.62
15793324,695,0.0,38533.79
15757759,807,165969.26,156122.13
15796230,642,124495.98,57904.22
15611729,703,141559.5,31257.1
15709531,556,114756.14,193214.05
15650751,585,0.0,137757.69
15641413,587,155393.98,13308.2
15753840,524,0.0,132861.9
15669994,556,128663.81,125083.29
15695301,504,113522.64,12405.2
15792004,731,0.0,37697.29
15603035,651,0.0,105599.65
15717286,675,79035.95,142783.98
15577107,657,0.0,168412.07
15754747,686,141918.09,184036.47
15705676,690,107944.33,48478.47
15751912,567,0.0,3896.08
15677336,557,120043.13,132370.75
15684395,446,125191.69,128260.86
15659949,850,96399.31,106534.15
15812422,637,0.0,102515.42
15806941,499,76961.6,83643.87
15637690,622,98675.74,138906.85
15632882,684,126817.13,29995.83
15807107,612,121394.42,164081.42
15661034,813,106059.4,187976.88
15811958,850,112755.34,158171.36
15785167,795,0.0,155711.64
15646720,628,0.0,85890.75
15658614,565,145400.69,83844.79
15704657,601,72647.64,41777.9
15567147,802,0.0,81908.09
15701319,614,96340.81,139377.24
15745266,434,0.0,73562.05
15650437,522,124450.36,165786.1
15764314,550,113877.23,174921.91
15612594,599,0.0,120790.02
15593501,493,148667.81,56092.51
15804150,755,0.0,158816.03
15649297,605,111065.93,125660.99
15641110,708,0.0,128400.62
15660608,699,158697.61,107181.22
15806570,763,0.0,77203.72
15715345,743,0.0,129740.11
15755521,660,90044.32,187604.97
15579074,619,84651.79,184754.26
15641158,739,102128.27,63981.37
15752507,769,148846.39,192831.67
15597983,692,154953.94,70849.47
15586069,560,108883.29,27914.95
15655082,607,112070.86,173568.3
15720155,630,131354.39,9324.31
15582116,767,132746.2,26628.88
15749365,543,0.0,145601.8
15632069,776,125211.55,144496.07
15663134,535,0.0,11779.98
15766683,549,139422.37,83983.39
15707219,844,0.0,123318.37
15709232,586,157099.47,65481.86
15801351,583,0.0,47728.0
15578747,701,83600.24,59195.05
15675626,726,0.0,98060.51
15583736,829,81795.74,90106.94
15590011,749,129378.32,13549.34
15609913,743,0.0,113436.08
15719479,619,0.0,42442.21
15575147,699,99339.0,68297.61
15597309,749,0.0,80134.65
15648367,600,74430.1,96051.1
15758031,760,91241.85,80682.35
15751771,528,99092.45,111149.98
15689288,630,0.0,182612.38
15731026,683,100062.16,109201.43
15775809,677,98723.67,151146.67
15743076,669,0.0,93901.61
15658258,693,128760.32,36342.79
15756321,612,144772.69,98302.57
15706799,719,0.0,84972.9
15775703,702,71281.29,108747.12
15642636,755,117035.89,21862.19
15704651,514,0.0,121551.93
15806771,753,3768.69,177065.24
15566735,548,108913.84,140460.01
15681671,850,101100.22,35337.31
15775949,612,110615.47,193502.93
15586752,628,152143.89,32174.03
15582519,479,121797.09,5811.9
15658233,724,109798.25,149593.61
15755330,512,122403.24,37439.9
15605072,638,145860.98,142763.51
15617538,834,0.0,45038.74
15591428,781,0.0,172097.4
15692142,707,105086.74,180344.69
15692931,670,114991.45,37392.56
15781127,663,96769.04,36864.05
15677136,624,0.0,132418.59
15677828,598,0.0,60894.26
15567897,619,132725.1,143913.33
15793641,792,0.0,172240.27
15678333,683,0.0,86619.77
15630511,691,0.0,164074.89
15792627,765,84557.82,69039.43
15717191,508,93817.41,132468.76
15625716,637,113913.53,65316.5
15710053,667,140406.68,57164.19
15580043,575,105229.34,34397.08
15601410,744,0.0,177431.59
15684669,567,137891.35,142009.46
15619083,502,0.0,80618.47
15692207,609,0.0,124218.27
15730705,715,165252.52,85286.3
15749688,541,0.0,40889.14
15728542,850,0.0,107236.87
15760063,595,0.0,168085.97
15658982,650,122034.4,146663.43
15758769,625,0.0,4791.8
15778481,817,118962.58,120819.58
15661162,526,0.0,114539.67
15568164,850,71379.53,154000.99
15601569,598,171178.25,137980.58
15772383,613,131307.11,83343.73
15667456,709,0.0,82195.15
15672983,678,87099.85,149550.95
15799534,720,183135.39,197688.5
15582847,662,0.0,72929.96
15612478,525,0.0,171045.35
15709621,662,0.0,27731.05
15802009,770,0.0,126131.9
15698816,721,72535.45,103931.49
15574830,633,128137.42,147635.33
15603082,701,0.0,61961.57
15685947,556,115915.53,125435.47
15643048,639,0.0,42240.54
15807568,632,0.0,57942.88
15597591,456,107000.49,153419.62
15747558,729,0.0,189727.12
15756655,632,0.0,165385.55
15589949,433,152806.74,19687.99
15601012,802,92887.06,39473.63
15724269,670,0.0,144723.38
15567506,738,114940.67,194895.57
15791877,706,140641.26,77271.91
15794360,592,71816.74,105096.82
15686538,522,0.0,176780.39
15585985,746,165282.42,153786.46
15699257,651,143145.87,43612.06
15804104,494,114731.76,79479.74
15727619,753,113909.69,92320.37
15740237,671,116695.27,193201.86
15801436,696,0.0,126353.13
15705735,577,0.0,135008.92
15649359,587,0.0,17135.6
15624892,712,93978.96,60651.77
15784918,498,121968.11,188343.05
15584785,660,97324.91,23291.83
15797197,678,0.0,64443.75
15574858,530,0.0,287.99
15794101,559,0.0,137961.41
15743245,624,145155.37,72169.95
15791535,592,137222.77,39608.58
15605215,767,0.0,175458.21
15771749,653,114268.22,89524.83
15616833,678,0.0,13221.25
15750728,586,0.0,102889.34
15769353,550,150490.32,166468.21
15770091,643,160858.13,27149.27
15716420,612,170288.38,59601.15
15740602,674,111568.01,22026.18
15796071,657,83889.03,153059.62
15811389,724,171982.95,167313.07
15783875,500,0.0,12833.96
15671800,688,137624.4,197582.79
15677288,599,121159.65,4033.39
15633525,631,0.0,125877.22
15634606,634,0.0,176913.42
15579207,545,91184.01,105476.65
15619892,644,0.0,59172.42
15567778,690,144027.8,108731.02
15711750,711,0.0,175310.38
15751084,712,140170.61,38170.04
15768945,627,62092.9,105887.04
15586931,694,0.0,95625.03
15636353,534,0.0,9541.15
15623858,603,0.0,148516.79
15703354,808,103516.87,113907.8
15663987,723,0.0,164647.72
15780805,585,0.0,98621.04
15768566,706,0.0,37479.97
15643229,671,0.0,15846.42
15754940,597,85162.26,5104.08
15676576,646,143061.88,61937.6
15800068,801,0.0,170008.74
15648030,731,137388.01,165000.68
15668594,620,137712.01,76197.05
15728709,484,106901.42,118045.98
15724181,647,105603.21,157360.9
15647546,688,150679.71,196226.38
15702601,680,108300.27,44384.57
15567725,689,52016.08,72993.65
15674179,513,60515.13,124571.09
15686957,553,158584.28,43640.16
15607690,689,118812.5,31121.42
15806546,517,0.0,22372.78
15632850,731,0.0,170338.35
15709016,687,91219.29,158845.49
15638068,507,0.0,67926.18
15749345,468,76318.64,194783.12
15791321,682,0.0,176036.01
15699095,603,0.0,198826.03
15638329,522,111432.13,168683.57
15575445,629,150148.51,6936.27
15752622,729,38550.06,179230.23
15774507,574,119013.86,103421.91
15570857,677,111213.64,147578.26
15599386,627,71097.23,130504.49
15744913,788,109632.85,16149.13
15647292,697,148368.02,118862.08
15728838,578,148600.91,143397.14
15584704,519,71083.98,137959.0
15749068,632,139625.34,93702.96
15622985,679,0.0,172939.3
15587676,699,0.0,108162.13
15779496,615,81564.1,35896.09
15733460,622,0.0,104852.6
15711457,755,124540.28,188850.89
15795290,767,133616.39,28615.8
15611223,752,101648.5,172001.44
15794159,633,124281.84,60116.57
15780677,717,0.0,170528.63
15690175,585,0.0,189683.7
15722599,751,183613.66,49734.94
15569976,754,136186.44,121529.59
15707011,495,137682.68,71071.47
15702277,650,106005.54,142995.32
15801915,529,152310.55,13054.25
15580213,585,0.0,89402.54
15637947,668,134446.04,111241.37
15715888,591,142289.28,119638.85
15732967,731,0.0,151581.79
15737047,754,0.0,73881.68
15694039,650,149003.76,176902.83
15649457,588,131341.46,7034.94
15742809,712,77919.78,122547.58
15637829,691,0.0,161559.12
15633194,771,108309.0,137510.41
15611635,678,0.0,185366.56
15638774,719,0.0,182224.14
15722037,610,115462.02,42581.04
15672930,722,0.0,31921.95
15668774,758,122739.1,102460.84
15780966,709,0.0,109681.29
15659694,634,113781.5,106345.05
15624424,678,0.0,102472.9
15708713,633,0.0,36249.76
15755405,710,128284.45,32996.89
15647570,640,120591.19,195123.94
15684348,656,0.0,57014.43
15702541,551,166968.28,159483.76
15646942,786,0.0,100929.59
15748920,561,0.0,12513.07
15694581,807,0.0,74900.9
15643215,602,71667.97,137111.89
15649060,727,82729.47,60212.51
15774258,678,0.0,187343.4
15731553,730,0.0,183284.53
15617029,596,0.0,8125.39
15780716,686,129626.19,103220.56
15577018,684,114035.39,96885.19
15809515,797,151922.94,8877.06
15789924,658,0.0,147530.06
15725076,653,107751.68,33389.42
15672481,641,0.0,45309.24
15574115,656,101179.23,35230.61
15661830,750,0.0,59816.41
15665879,768,0.0,69080.46
15673820,568,0.0,143450.61
15747772,706,58571.18,40774.01
15666197,430,153058.64,99377.27
15773639,745,98270.34,133617.43
15581893,747,130788.71,101495.0
15672447,657,99165.84,119333.95
15777830,639,0.0,167682.37
15713890,704,0.0,152884.85
15577598,651,115636.05,70400.86
15786042,706,185932.18,65413.41
15753462,632,72549.0,182728.8
15759690,751,0.0,81442.6
15801414,767,0.0,144251.38
15656141,741,0.0,40207.06
15608701,651,121890.06,54530.51
15582892,601,99786.07,32683.88
15632967,520,0.0,104703.96
15587573,626,115084.53,26907.43
15654891,811,0.0,180591.32
15611365,730,127661.69,60905.51
15749103,604,118907.6,47777.15
15810203,499,77627.33,108222.68
15813660,754,160625.17,3554.63
15605673,716,0.0,78616.92
15669282,636,124266.86,100566.81
15792726,470,127974.06,183259.35
15593241,444,0.0,159131.21
15683053,809,0.0,160976.85
15632736,850,104911.35,42933.26
15731865,637,0.0,91291.2
15760450,512,0.0,52471.36
15787204,774,110646.54,108804.28
15650454,641,0.0,122449.18
15573730,586,126704.49,41682.3
15705050,611,0.0,148887.69
15791342,660,84560.04,137784.25
15684316,532,0.0,190573.91
15700540,557,129893.56,102076.03
15770631,730,167385.81,56307.51
15790594,535,0.0,49775.58
15604020,773,105858.71,4395.45
15637599,510,123070.89,28461.29
15736578,539,0.0,28184.7
15666332,690,0.0,3149.1
15727291,821,0.0,194273.12
15785920,687,125141.24,148537.07
15658987,557,96173.17,116378.31
15687719,532,0.0,6761.84
15799641,540,0.0,81995.92
15758702,705,0.0,14392.68
15689526,542,127543.11,468.94
15586848,706,0.0,122379.54
15707637,765,0.0,13228.93
15719426,529,103101.56,154002.02
15639265,714,126113.28,112777.38
15576124,582,40488.76,128528.83
15757829,609,137389.77,170122.22
15633227,518,85146.36,2803.89
15753092,791,129828.58,181918.26
15782939,747,80214.36,115241.96
15746338,565,0.0,129956.13
15590676,735,141796.43,45858.49
15599329,697,195238.29,131083.56
15783097,813,111348.15,46422.46
15597885,772,0.0,57675.88
15597467,606,0.0,169741.96
15724764,667,64404.26,26022.37
15778418,637,154309.67,125334.16
15684769,542,129431.36,21343.74
15756167,762,134204.67,139971.01
15632439,698,0.0,47455.82
15755138,850,0.0,55593.8
15659092,621,0.0,191756.54
15742116,671,116711.06,76373.38
15801994,775,0.0,169278.51
15647572,504,54980.81,136909.88
15644551,751,99773.85,54865.92
15709135,691,101231.77,156529.44
15684469,841,117070.21,113482.2
15627637,709,73314.04,63446.47
15667093,673,0.0,13624.02
15690589,541,212314.03,148814.54
15595350,661,136067.82,65567.91
15777586,784,109052.04,6409.55
15804064,742,79126.17,126997.53
15717770,850,0.0,171762.87
15754443,443,108308.0,129031.19
15776939,778,102290.56,182691.31
15713517,529,102025.08,12351.01
15683522,678,113383.07,135123.96
15673995,516,102541.1,181490.42
15771054,469,0.0,186490.37
15578788,786,0.0,41248.8
15737408,703,109941.51,116267.28
15750837,579,141749.68,9201.53
15576022,565,0.0,80630.32
15635502,443,0.0,159165.7
15627298,589,85146.48,86490.09
15811415,691,134066.1,197572.41
15645059,711,0.0,105159.89
15689671,775,0.0,40807.26
15718667,621,87619.29,143.34
15803202,350,0.0,125823.79
15593683,668,0.0,138465.7
15703394,633,0.0,44008.91
15570289,697,103409.16,66893.28
15567437,734,123040.38,76503.06
15711687,434,108128.52,56784.11
15656592,646,169023.33,175657.55
15634373,764,0.0,105155.66
15769125,727,0.0,47468.56
15711386,724,0.0,64729.51
15714241,749,222267.63,101108.85
15642530,706,144090.42,140938.95
15713599,728,114835.43,37662.49
15744770,636,0.0,86414.41
15780498,634,145030.92,41820.65
15624397,627,71240.3,127734.16
15615219,518,138772.15,123872.0
15570908,687,93617.07,113050.92
15762855,622,0.0,131389.39
15661827,693,0.0,26589.56
15746035,450,74237.2,195463.35
15691906,664,127421.78,108876.75
15793424,663,61274.7,136054.45
15577905,660,106486.66,182262.66
15667216,579,73194.52,129209.09
15673971,655,146498.76,64853.51
15701238,683,0.0,148989.15
15644849,655,0.0,71047.51
15635531,575,0.0,185341.63
15632263,574,120355.0,137793.35
15720110,795,117265.21,198317.23
15619045,776,0.0,162137.5
15697510,707,0.0,109688.82
15784923,705,109974.22,36320.87
15567383,678,98009.13,31384.86
15732621,663,0.0,114083.73
15757981,748,0.0,163331.65
15727819,677,171671.9,50777.77
15738088,634,0.0,30772.86
15765173,350,0.0,113796.15
15665159,727,128213.96,188729.08
15618203,773,116197.65,86701.4
15791452,675,0.0,153129.22
15638159,649,86607.39,19825.09
15585466,552,0.0,12186.83
15677310,761,98854.34,86920.97
15646262,622,0.0,35408.77
15656901,615,0.0,165576.55
15621093,681,97338.19,48226.76
15592123,768,0.0,199454.37
15589200,617,0.0,118749.58
15602934,452,131698.57,151623.91
15812720,807,130110.45,172097.95
15695383,567,0.0,87677.15
15723064,603,165149.13,21858.28
15761606,617,101707.8,123866.28
15650322,701,105588.66,74694.41
15669782,820,111336.89,16770.31
15751628,438,78391.17,49424.6
15809057,600,0.0,172031.22
15617052,782,0.0,183021.06
15590810,638,144326.09,73979.85
15801293,850,101278.25,26265.18
15770968,741,108711.57,24857.25
15572356,689,108555.07,167969.15
15603247,743,146781.24,189307.7
15619116,493,0.0,99770.3
15691792,416,0.0,119712.78
15783276,725,0.0,168607.74
15766137,497,0.0,83087.13
15574554,537,103291.25,130664.79
15578671,706,209490.21,133267.69
15716608,651,0.0,67029.82
15690670,720,0.0,141031.08
15630466,797,0.0,125110.02
15630349,543,0.0,117832.39
15803801,454,0.0,198817.72
15647890,691,149405.18,146411.6
15606115,510,191665.21,131312.56
15714642,792,0.0,141652.2
15741181,721,135071.12,64477.25
15773973,765,0.0,191215.61
15758546,850,0.0,37090.44
15598940,681,181804.34,57517.71
15669783,586,47020.65,63241.21
15624993,753,128518.98,44567.83
15760568,593,142658.04,135337.11
15699047,674,120150.39,33964.03
15616168,610,81905.95,61623.19
15773146,652,137998.2,168989.77
15770375,850,123126.29,74425.41
15589725,740,0.0,178929.84
15710034,637,135645.29,101382.86
15800806,685,122449.31,180769.55
15570485,558,161766.87,92378.54
15575391,677,0.0,38252.25
15790750,592,123187.51,146111.35
15714832,652,150956.71,72350.17
15619953,662,105021.28,48242.38
15673929,543,0.0,148305.82
15578835,675,133204.91,8270.06
15752388,643,0.0,41549.64
15797081,611,115488.52,138656.81
15570194,412,0.0,12510.53
15580149,638,0.0,43889.41
15777708,824,0.0,192800.25
15769955,683,0.0,75762.0
15810444,562,130565.02,9854.72
15645593,599,91328.71,115724.78
15765345,753,0.0,106303.4
15760873,594,81310.34,183868.01
15794178,657,107136.6,153895.46
15589361,716,0.0,66695.71
15662483,850,0.0,173851.11
15809736,664,0.0,177423.02
15731148,558,108477.49,109096.71
15774328,606,144757.97,166656.18
15646969,776,0.0,176921.0
15718769,557,113110.26,98413.1
15610226,614,106414.57,77500.81
15616270,620,106920.91,119747.08
15790717,695,0.0,160387.98
15635703,729,131513.26,193715.0
15616365,571,0.0,28045.77
15630244,457,134320.23,150757.35
15734714,559,79715.36,82252.28
15721433,664,74306.19,154395.56
15590201,500,0.0,83866.35
15590828,782,126428.38,39830.1
15752097,708,99640.89,12429.22
15800031,681,66338.68,18772.5
15630857,674,0.0,9574.83
15689953,697,128226.37,188486.94
15759733,774,0.0,64716.08
15810826,624,0.0,84749.96
15668009,747,0.0,180551.76
15743456,715,0.0,60907.49
15725762,808,122168.65,174107.04
15761713,678,178074.33,110405.9
15769246,813,135078.41,187636.06
15781129,687,69434.4,66580.13
15599124,832,0.0,178779.52
15639004,668,0.0,70783.61
15810995,526,122726.56,46772.36
15653773,457,164496.99,163327.27
15708357,649,0.0,103760.53
15733597,669,150219.41,107839.03
15789560,668,187534.79,32900.41
15699524,466,0.0,193984.6
15626475,685,0.0,140889.32
15810839,610,103108.17,125646.82
15684318,582,96486.57,20344.02
15768120,702,90560.48,174268.87
15712807,556,131764.96,108500.66
15696371,812,92476.88,83247.14
15675794,645,152076.93,121840.2
15774277,809,0.0,132908.07
15603764,560,0.0,100075.1
15618647,744,43504.42,119327.75
15614643,731,0.0,136737.13
15707696,471,0.0,22356.97
15749583,686,93569.86,10137.34
15815125,668,102486.21,158379.25
15779620,575,0.0,94570.56
15768233,435,114346.3,980.93
15637788,743,110203.77,95583.45
15777046,580,128362.59,86044.98
15788723,599,143888.22,166236.38
15790489,534,170600.78,5240.53
15739476,680,0.0,150684.23
15612670,631,0.0,129508.96
15631222,485,75339.64,70665.16
15658972,699,122038.34,102085.35
15724691,712,0.0,195052.12
15740442,603,186825.57,93739.71
15760427,850,124788.18,65612.12
15677939,584,0.0,160095.48
15611599,604,0.0,49506.82
15633474,586,138553.57,92406.22
15671973,467,0.0,7415.96
15790019,520,105387.89,25059.06
15737735,683,95053.1,116816.54
15661745,557,0.0,144078.02
15797065,613,0.0,126675.62
15710671,786,137361.96,183682.09
15656522,593,158537.42,166850.57
15705085,670,0.0,27359.19
15744873,657,143595.87,101314.65
15781914,718,169947.41,27979.16
15637354,623,148167.83,109470.34
15717307,496,0.0,93713.13
15746695,429,48023.83,74870.99
15804962,606,155655.46,192387.51
15665378,499,0.0,73457.55
15757865,642,0.0,61120.75
15578787,641,0.0,90964.54
15794323,673,121240.76,116969.73
15697546,570,0.0,92118.75
15629519,472,0.0,48357.9
15624703,550,129847.75,197325.4
15570002,625,118772.71,135853.62
15808566,516,0.0,169122.54
15805463,682,105163.88,164170.46
15709136,620,0.0,199909.32
15801605,626,0.0,83295.09
15567855,623,0.0,39382.06
15675141,569,93934.63,184748.23
15665759,724,117866.92,62280.91
15761487,678,0.0,196794.11
15700394,713,122857.46,144682.17
15631162,631,0.0,196342.66
15630641,846,127103.97,41516.44
15585066,660,0.0,112026.1
15722991,567,96402.96,52035.29
15737404,731,132512.26,185466.85
15722409,693,107604.66,80149.27
15806420,772,0.0,170980.86
15658148,657,0.0,185827.74
15810660,774,120875.23,113407.26
15709780,667,71786.9,67734.79
15727350,516,113143.12,3363.36
15752312,551,150777.72,135757.27
15616745,542,174894.53,22314.55
15572294,623,0.0,129526.57
15674110,701,160416.56,37266.43
15662501,583,91246.53,60017.46
15649239,731,0.0,153015.42
15700424,461,0.0,54209.02
15636388,702,98775.23,114603.96
15713975,565,139756.12,165849.49
15592925,711,177626.77,16392.72
15581626,664,0.0,162719.69
15641319,518,0.0,107112.25
15723481,728,0.0,41823.22
15787825,585,152496.82,99907.29
15710726,573,0.0,178229.04
15627195,568,112930.28,22095.73
15657957,602,113674.2,197861.16
15676117,603,0.0,138328.24
15607874,687,144450.58,137276.83
15796993,741,171236.3,21834.4
15649858,469,96776.49,119890.86
15811032,477,145984.92,24564.7
15679963,737,96353.8,10209.8
15579131,835,0.0,83449.65
15572428,717,115777.23,81508.1
15622461,562,122822.0,32626.21
15636105,758,0.0,43982.41
15583849,408,0.0,124874.23
15718780,650,79450.09,118324.75
15739271,582,122394.0,22113.93
15697129,706,0.0,31962.77
15763415,567,134378.89,105746.94
15796617,720,0.0,39925.52
15626628,631,88161.85,127630.88
15765857,623,142412.13,28778.98
15742511,514,121030.9,10008.68
15786433,650,165982.43,24482.16
